1.000000000000000021e-02 6.309573444801933420e+02
1.090909090909090995e-02 6.093749194621805145e+02
1.181818181818181795e-02 5.901735383914636941e+02
1.272727272727272770e-02 5.729356677113224805e+02
1.363636363636363744e-02 5.573404583757255750e+02
1.454545454545454544e-02 5.431366146280591920e+02
1.545454545454545518e-02 5.301240479416461540e+02
1.636363636363636492e-02 5.181411348992887724e+02
1.727272727272727293e-02 5.070556585970572314e+02
1.818181818181818094e-02 4.967582355122336821e+02
1.909090909090909241e-02 4.871574585876116430e+02
2.000000000000000389e-02 4.781762498950184863e+02
2.090909090909091189e-02 4.697490815632859835e+02
2.181818181818181990e-02 4.618198303223833250e+02
2.272727272727272790e-02 4.543401013724980544e+02
2.363636363636363591e-02 4.472679046280010198e+02
2.454545454545454738e-02 4.405665988217372728e+02
2.545454545454545886e-02 4.342040415473740040e+02
2.636363636363636687e-02 4.281518992929770775e+02
2.727272727272727487e-02 4.223850829732930947e+02
2.818181818181818288e-02 4.168812827866143493e+02
2.909090909090909088e-02 4.116205823350616129e+02
3.000000000000000583e-02 4.065851364889782076e+02
3.090909090909091383e-02 4.017589008853527730e+02
3.181818181818182184e-02 3.971274035337536361e+02
3.272727272727272985e-02 3.926775509786754697e+02
3.363636363636363785e-02 3.883974629902897959e+02
3.454545454545454586e-02 3.842763309392000792e+02
3.545454545454546080e-02 3.803042959374080283e+02
3.636363636363636881e-02 3.764723435581832405e+02
3.727272727272727681e-02 3.727722125271997697e+02
3.818181818181818482e-02 3.691963152401730213e+02
3.909090909090909283e-02 3.657376683340177124e+02
4.000000000000000083e-02 3.623898318388477833e+02
4.090909090909091578e-02 3.591468556819970672e+02
4.181818181818182378e-02 3.560032325142584000e+02
4.272727272727273179e-02 3.529538559917559724e+02
4.363636363636363980e-02 3.499939837813287227e+02
4.454545454545455474e-02 3.471192046685739001e+02
4.545454545454546275e-02 3.443254092401544426e+02
4.636363636363637075e-02 3.416087636891117540e+02
4.727272727272727876e-02 3.389656863565269305e+02
4.818181818181818676e-02 3.363928266771750941e+02
4.909090909090909477e-02 3.338870462426237964e+02
5.000000000000000971e-02 3.314454017339986649e+02
5.090909090909091772e-02 3.290651295095619275e+02
5.181818181818182573e-02 3.267436316602936017e+02
5.272727272727273373e-02 3.244784633706284467e+02
5.363636363636364174e-02 3.222673214420324257e+02
5.454545454545454974e-02 3.201080338547446900e+02
5.545454545454546469e-02 3.179985502582142658e+02
5.636363636363637269e-02 3.159369332938886714e+02
5.727272727272728070e-02 3.139213506653865124e+02
5.818181818181818871e-02 3.119500678809550323e+02
5.909090909090909671e-02 3.100214416017067265e+02
6.000000000000000472e-02 3.081339135366177970e+02
6.090909090909091966e-02 3.062860048318223676e+02
6.181818181818182767e-02 3.044763109074690988e+02
6.272727272727272874e-02 3.027034967004435657e+02
6.363636363636364368e-02 3.009662922756851913e+02
6.454545454545454475e-02 2.992634887727300566e+02
6.545454545454545969e-02 2.975939346575548825e+02
6.636363636363637464e-02 2.959565322528433740e+02
6.727272727272727570e-02 2.943502345224957253e+02
6.818181818181819065e-02 2.927740420885966728e+02
6.909090909090909172e-02 2.912270004611888794e+02
7.000000000000000666e-02 2.897081974630917216e+02
7.090909090909092161e-02 2.882167608337011870e+02
7.181818181818182267e-02 2.867518559972131129e+02
7.272727272727272374e-02 2.853126839820662894e+02
7.363636363636363869e-02 2.838984794796125470e+02
7.454545454545455363e-02 2.825085090311058025e+02
7.545454545454545470e-02 2.811420693330801441e+02
7.636363636363636964e-02 2.797984856520628227e+02
7.727272727272727071e-02 2.784771103403618895e+02
7.818181818181818565e-02 2.771773214453780838e+02
7.909090909090910060e-02 2.758985214055384745e+02
8.000000000000000167e-02 2.746401358265294448e+02
8.090909090909091661e-02 2.734016123320342899e+02
8.181818181818181768e-02 2.721824194836610218e+02
8.272727272727273262e-02 2.709820457651761103e+02
8.363636363636363369e-02 2.697999986265573398e+02
8.454545454545454863e-02 2.686358035837345142e+02
8.545454545454546358e-02 2.674890033702149026e+02
8.636363636363636465e-02 2.663591571370869815e+02
8.727272727272727959e-02 2.652458396981657529e+02
8.818181818181818066e-02 2.641486408172940514e+02
8.909090909090909560e-02 2.630671645350355448e+02
9.000000000000001055e-02 2.620010285322076129e+02
9.090909090909091161e-02 2.609498635278873166e+02
9.181818181818182656e-02 2.599133127097003921e+02
9.272727272727272763e-02 2.588910311943612328e+02
9.363636363636364257e-02 2.578826855165787606e+02
9.454545454545454364e-02 2.568879531445777502e+02
9.545454545454545858e-02 2.559065220206077242e+02
9.636363636363637353e-02 2.549380901249276405e+02
9.727272727272727459e-02 2.539823650618571946e+02
9.818181818181818954e-02 2.530390636665840987e+02
9.909090909090909061e-02 2.521079116315045496e+02
1.000000000000000056e-01 2.511886431509580007e+02
