#Thorlabs FTS
[SpectrumHeader]
#Date,20240403
#Time,15485035
#GMTTime,13485035
#Instrument,0
#InstrModel,CCS200
#Series,0
#InterferometerSerial,M01010254
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,100.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,9779.816406
#WnrMax,51918.988281
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.310000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
1.925516205e+02,9.343151469e-04
1.927559814e+02,-7.898120675e-04
1.929603729e+02,-1.008850522e-04
1.931647797e+02,-2.421626123e-03
1.933692017e+02,-2.537733410e-03
1.935736389e+02,1.974962186e-03
1.937780914e+02,1.039500115e-03
1.939825592e+02,-5.332981702e-03
1.941870422e+02,-1.217016485e-03
1.943915405e+02,-3.852037946e-03
1.945960693e+02,5.875123898e-04
1.948005981e+02,-1.945530297e-03
1.950051422e+02,-3.745694645e-03
1.952097015e+02,-1.581538236e-03
1.954142914e+02,9.820021223e-04
1.956188812e+02,-2.228323603e-03
1.958235016e+02,-1.378977555e-03
1.960281219e+02,1.314170077e-03
1.962327576e+02,6.528950762e-04
1.964374237e+02,-1.140688197e-03
1.966421051e+02,-3.649814986e-03
1.968467865e+02,-1.049340935e-03
1.970514984e+02,-3.097221954e-03
1.972562103e+02,-1.755940379e-03
1.974609528e+02,2.059029648e-03
1.976657104e+02,-1.374927582e-03
1.978704834e+02,-7.431376143e-04
1.980752563e+02,-2.936924808e-03
1.982800598e+02,-2.020700602e-03
1.984848785e+02,-1.130056800e-03
1.986897125e+02,-1.566711115e-03
1.988945618e+02,-2.030323667e-04
1.990994263e+02,-2.654178068e-03
1.993043060e+02,-2.234375570e-03
1.995092010e+02,-2.006211085e-03
1.997141113e+02,-8.238534210e-04
