#Thorlabs FTS
[SpectrumHeader]
#Date,20240404
#Time,8084743
#GMTTime,6084743
#Instrument,0
#InstrModel,CCS200
#Series,0
#InterferometerSerial,M01010254
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,10000.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,9779.816406
#WnrMax,51918.988281
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.310000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
1.925516205e+02,-1.027812809e-02
1.927559814e+02,-3.382153343e-03
1.929603729e+02,-2.754584141e-02
1.931647797e+02,1.319688465e-02
1.933692017e+02,-2.214060910e-02
1.935736389e+02,1.665706281e-03
1.937780914e+02,-2.397653647e-02
1.939825592e+02,-2.196185291e-02
1.941870422e+02,2.885068394e-02
1.943915405e+02,9.717654437e-03
1.945960693e+02,8.197498508e-03
1.948005981e+02,-6.671619136e-03
1.950051422e+02,-2.302005887e-02
1.952097015e+02,1.450955961e-02
1.954142914e+02,-3.546991851e-03
1.956188812e+02,1.686403528e-02
1.958235016e+02,2.417867258e-02
1.960281219e+02,-1.334757078e-02
1.962327576e+02,-2.155361325e-02
1.964374237e+02,4.591433797e-03
1.966421051e+02,9.680419229e-03
1.968467865e+02,-2.053940482e-02
1.970514984e+02,-1.927392930e-02
1.972562103e+02,7.765131071e-03
1.974609528e+02,1.029548422e-02
1.976657104e+02,-1.882141829e-02
1.978704834e+02,-8.216336370e-03
1.980752563e+02,-7.079038769e-04
1.982800598e+02,-1.301254611e-02
1.984848785e+02,-2.448407933e-03
1.986897125e+02,-1.019810978e-02
1.988945618e+02,-1.211061608e-03
1.990994263e+02,-7.462711073e-03
1.993043060e+02,-1.372107212e-02
1.995092010e+02,-8.846621960e-03
1.997141113e+02,6.181693636e-03
1.999190369e+02,-1.783869416e-02
2.001239777e+02,1.034884248e-03
2.003289490e+02,-1.466303505e-02
2.005339203e+02,-1.210633293e-02
2.007389069e+02,-1.079715416e-02
2.009439087e+02,3.100896068e-02
2.011489410e+02,-9.504268877e-03
2.013539734e+02,-6.924430840e-03
2.015590210e+02,7.831616327e-03
2.017640991e+02,-2.818231005e-03
2.019691772e+02,1.490426715e-03
2.021742859e+02,3.506495804e-02
2.023793945e+02,1.379420981e-02
2.025845337e+02,-8.886414580e-03
2.027896729e+02,-3.104470670e-02
2.029948425e+02,-1.010444667e-02
2.032000275e+02,3.504282236e-02
2.034052124e+02,1.631826861e-03
2.036104279e+02,1.346432138e-02
2.038156586e+02,-6.918407045e-03
2.040209045e+02,-1.917880960e-02
2.042261505e+02,-1.384147676e-03
2.044314270e+02,-1.713945996e-03
2.046367188e+02,1.100727450e-02
2.048420258e+02,3.016903065e-02
2.050473480e+02,-2.678114921e-02
2.052526855e+02,-5.073434673e-03
2.054580383e+02,5.357904360e-03
2.056634064e+02,1.891825348e-03
2.058687897e+02,-1.148832683e-02
2.060741882e+02,-2.331610024e-02
2.062796021e+02,8.354486199e-04
2.064850311e+02,1.640176214e-02
2.066904755e+02,-3.241998702e-02
2.068959351e+02,-1.922892034e-02
2.071014099e+02,-1.077998243e-02
