Complex_Number,Phase
(-0.11937472285094453-2.4299283062342316j),-1.619883712007237
(0.0649063961749945+1.7622197334465508j),1.5339807878856397
0j,0.0
(-0.02279274371468043-1.85722661106972j),-1.5830681730979805
(1.3322676295501878e-15+2.6992333658200183j),1.5707963267948961
(0.02409077157257311-1.9629941268091387j),-1.5585244804918124
0j,0.0
(-0.07667029647719215+2.081611634345566j),1.6076118657041518
(0.1491330038472083-3.0356720316289314j),-1.521708941582556
(-0.13612725288314698+2.2157443787431244j),1.6321555583103222
0j,0.0
(0.20399288992411524-2.3688468026956997j),-1.4848934026733014
(-0.34179596970457915+3.470312718208638j),1.6689710972195761
(0.28228822067969395-2.545478238655125j),-1.4603497100671314
0j,0.0
(-0.37373696880688634+2.751783308734252j),1.705786636128831
(0.6017702048804328-4.05680519519829j),-1.423534171157876
(-0.4821001984199511+2.9962468376196196j),1.730330328735002
0j,0.0
(0.6127222885823542-3.2909255512894275j),-1.3867186322486202
(-0.9739687852738905+4.896471738305272j),1.7671458676442586
(0.7734623009381352-3.653549208722718j),-1.3621749396424503
0j,0.0
(-0.9763704407696077+4.111302637444712j),1.8039614065535128
(1.5546251550930261-6.206411519009675j),-1.3253594007331955
(-1.240912019810855+4.7080988770940255j),1.8285050991596836
0j,0.0
(1.6007084685315913-5.519786659460498j),-1.2885438618239398
(-2.5939342719271004+8.551055317567776j),1.8653206380689382
(2.119266363761353-6.689634526231282j),-1.2640001692177678
0j,0.0
(-2.9326705023643704+8.524644859929303j),1.9021361769781937
(5.0092581850367655-13.999938756243289j),-1.2271846303085145
(-4.3947403499434365+11.823021585063245j),1.9266798695843645
0j,0.0
(7.802812281422241-19.51150866725385j),-1.1903690913992586
(-17.056798134087465+41.17875338597416j),1.9634954084936198
(24.832908699926087-57.93079058226668j),-1.1658253987930873
(-28.369248889015424+64j),1.9880391010997924
(26.247122262299136-57.30391282393559j),-1.141281706186917
(-19.056798134087465+40.29221435819245j),2.01258279370596
(9.217025843795334-18.884630908922823j),-1.1167380135807472
0j,0.0
(-5.808953912316529+11.196143826732232j),2.0493983326152163
(7.0092581850367655-13.113399728461566j),-1.079922474671493
(-4.346884064737477+7.897767101598313j),2.073942025221387
0j,0.0
(3.533479926134449-6.0627567679002965j),-1.0431069357622356
(-4.5939342719271+7.6645162897860395j),2.1107575641306413
(3.014922030904687-4.892908901129501j),-1.0185632431560663
0j,0.0
(-2.6551255821839526+4.081221118763029j),2.147573103039898
(3.554625155093026-5.319872491227941j),-0.9817477042468113
(-2.3905840031427052+3.4844248791137304j),2.1721167956460667
0j,0.0
(2.1876758633112328-3.026671450391734j),-0.9449321653375555
(-2.9739687852738834+4.009932710523543j),2.2089323345553225
(2.0269358509554483-2.664047792958439j),-0.9203884727313854
0j,0.0
(-1.896313760793046+2.369369079288637j),2.245747873464577
(2.601770204880433-3.170266167416567j),-0.8835729338221305
(-1.7879505311799826+2.1249055504032617j),2.270291566070748
0j,0.0
(1.6965017830527893-1.9186004803241337j),-0.8467573949128745
(-2.341795969704581+2.583773690426913j),2.307107104980003
(1.618206452297211-1.7419690443647065j),-0.8222137023067032
0j,0.0
(-1.5503408152562388+1.588866620412137j),2.343922643889259
(2.1491330038472083-2.149133003847212j),-0.7853981633974492
(-1.490883858850284+1.4547338760145754j),2.368466336495429
0j,0.0
(1.4383043339456658-1.3361163684781479j),-0.7485826244881939
(-1.9999999999999987+1.8126943380382938j),2.405281875404685
(1.3914208186584132-1.230348852738728j),-0.7240389318820223
0j,0.0
(-1.349307166198102+1.1353419751155625j),2.4420974143139405
(1.8806252771490546-1.543389278452505j),-0.6872233929727687
(-1.311227045350798+1.0494345990069505j),2.4666411069201106
0j,0.0
(1.2765876395136475-0.9712893515860357j),-0.650407854063513
(-1.782480122004018+1.321977356203329j),2.5034566458293646
(1.244906266597118-0.8998173195068555j),-0.6258641614573416
0j,0.0
(-1.2157858999525835+0.83412282500186j),2.540272184738622
(1.6999990565495096-1.1359030540693482j),-0.5890486225480878
(-1.1888969389384931+0.7734623009381421j),2.5648158773447913
0j,0.0
(1.1639634434958404-0.7172132365172807j),-0.5522330836388315
(-1.6293943505698834+0.9766213896032288j),2.6016314162540466
(1.1407526072995107-0.6648504290853059j),-0.5276893910326609
0j,0.0
(-1.1190666139926013+0.6159276120917421j),2.6384469551633027
(1.5679973900915083-0.8381120661456904j),-0.49087385212340606
(-1.0987362698799303+0.5700630906762789j),2.6629906477694716
0j,0.0
(1.0796159767353632-0.5269284005038494j),-0.45405831321415224
(-1.5138725544481102+0.7160083934425705j),2.6998061866787286
(1.061579726706855-0.48623927241517273j),-0.4295146206079797
0j,0.0
(-1.044517884715122+0.44774837363449904j),2.736621725587982
(1.4655805301763496-0.6070633323490005j),-0.39269908169872725
(-1.0283345833218718+0.41123943068644864j),2.7611654181941527
0j,0.0
(1.0129455981241122-0.3765224363624323j),-0.3558835427894691
(-1.4220276605437472+0.5088096328100589j),2.7979809571034107
(0.9982766032377689-0.3434297141547087j),-0.3313398501832995
0j,0.0
(-0.9842617297209586+0.31181266611142266j),2.834796496012664
(1.3823669122708206-0.41933641836587565j),-0.2945243112740432
(-0.9708423671706164+0.2815390692819215j),2.8593401886188343
0j,0.0
(0.9579661618228188-0.2524908154672708j),-0.25770877236478834
(-1.345930923931511+0.33713814576308065j),2.8961557275280896
(0.9455861744403399-0.22456201144506216j),-0.2331650797586191
0j,0.0
(-0.9336601688973052+0.19765737404206762j),2.9329712664373444
(1.3121856142609691-0.26100994697418j),-0.19634954084936201
(-0.9221500082589589+0.17169086771206032j),2.9575149590435146
0j,0.0
(0.911021139734121-0.14658454260715104j),-0.15953400194010714
(-1.2806973239558173+0.18997350228670573j),2.994330497952771
(0.9002421534637581-0.12226753922077327j),-0.13499030933393655
0j,0.0
(-0.8897844029353283+0.09867523205614592j),3.031146036862025
(1.2511090779428555-0.12322348883947987j),-0.09817477042468123
(-0.8796216770534995+0.07574848982967042j),3.055689729468197
0j,0.0
(0.8697299156851603-0.05343303375079289j),-0.06135923151542515
(-1.2231231229032564+0.0600881859084299j),3.0925052683774528
(0.8600869619299059-0.0316788786531097j),-0.036815538909255964
0j,0.0
(-0.8506723455222945+0.010439844357759687j),3.129320807286708
(1.1964878619450432+1.9984014443252818e-15j),1.67022291482057e-15
(-0.841467092708111-0.010326873238904133j),-3.129320807286707
0j,0.0
(0.8324535586980353+0.030661080143769448j),0.03681553890925545
(-1.1709879198380126-0.057526947619745306j),-3.092505268377451
(0.8236152794244171+0.05059991869830549j),0.0613592315154246
0j,0.0
(-0.8149368398372752-0.07017816469805072j),-3.055689729468199
(1.1464364675266576+0.1129141365465296j),0.0981747704246802
(-0.8064037563958522-0.08942849248739893j),-3.0311460368620278
0j,0.0
(0.7980023717592997+0.10838171253361262j),0.13499030933393535
(-1.1226691952106254-0.16653224375045017j),-2.9943304979527716
(0.789719759967609+0.12706698533522953j),0.15953400194010522
0j,0.0
(-0.7815436406426918-0.1455120149813004j),-2.957514959043518
(1.0995394979955484+0.21871200457373297j),0.19634954084936007
(-0.7734623009381398-0.16374322522993134j),-2.9329712664373457
0j,0.0
(0.7654645241314528+0.18178592060161358j),0.23316507975861753
(-1.0769145569373717-0.26975305375300973j),-2.89615572752809
(0.7575395238901703+0.1996644346724783j),0.2577087723647881
0j,0.0
(-0.7496768833576464-0.21740226749456393j),-2.859340188618836
(1.054672079976489+0.31993127775412655j),0.2945243112740438
(-0.7418664982989639-0.23502221385659894j),-2.834796496012664
0j,0.0
(0.7340985236254356+0.25254648392278267j),0.3313398501832998
(-1.032697523703391-0.3695050823684174j),-2.797980957103407
(0.7263633226797379+0.26999681764368133j),0.3558835427894681
0j,0.0
(-0.7186514187147927-0.28739459421814795j),-2.7611654181941554
(1.0108816557889146+0.41872089178193583j),0.3926990816987213
(-0.7109534480394019-0.3047609377950393j),-2.7366217255879937
0j,0.0
(-0.49718939942612883-0.23515307287512055j),-2.699806186678726
(0.6991560047936527+0.3412372206852631j),0.4540583132141522
(-0.49156481023617765-0.2474329321827592j),-2.675262494072558
0j,0.0
(0.485930040567097+0.25973501797613274j),0.49087385212340434
(-0.6832160512636377-0.3760380532631513j),-2.6384469551633
(0.4802782487565171+0.2720742672841501j),0.5154175447295748
0j,0.0
(-0.4746025105368046-0.28446579748329204j),-2.601631416254049
(0.6671601507049709+0.4110920266751301j),0.5522330836388308
(-0.4688957848005209-0.29692498104003007j),-2.5770877236478773
0j,0.0
(0.46315087814803513+0.3094675229120799j),0.5890486225480841
(-0.6509084915668246-0.44657338913421896j),-2.54027218473862
(0.4573604078322701+0.32210954144912685j),0.6135923151542548
0j,0.0
(-0.45151676268637086-0.3348676536973274j),-2.503456645829367
(0.6343773817113547+0.4826648611277573j),0.650407854063511
(-0.4456120615827607-0.34775906609337137j),-2.478912953223196
0j,0.0
(0.43963810892564187+0.360801671635295j),0.6872233929727677
(-0.6174774673821601-0.5195615238465949j),-2.442097414313941
(0.4335863466219707+0.374014154741639j),0.7117670855789375
0j,0.0
(-0.4274478019067482-0.38741610516163705j),-2.4052818754046874
(0.6001117032632217+0.5574752510448733j),0.7485826244881925
(-0.4212130303149304-0.4010281424815494j),-2.380738182798516
0j,0.0
(0.41487205299170726+0.41487205299170715j),0.7853981633974482
(-0.5821729712140721-0.5966399079258666j),-2.3439226438892584
(0.4084142874121287+0.428970940942605j),0.8099418560036182
0j,0.0
(-0.40182847043592274-0.44334939653508576j),-2.307107104980005
(0.5635412168508003+0.6373176026887512j),0.846757394912876
(-0.3951025724489469-0.4580336833706724j),-2.282563412373834
0j,0.0
(0.38822370113250276+0.47305194854676835j),0.8835729338221303
(-0.544079931899951-0.6798063664137979j),-2.245747873464579
(0.3811779931481384+0.4884344591353239j),0.908116626428299
0j,0.0
(-0.37395049171847233-0.5042138694539685j),-2.2089323345553233
(0.5236317505773876+0.7244497672486097j),0.9449321653375552
(-0.36652500771161534-0.5204255243528236j),-2.184388641949154
0j,0.0
(0.35888396138216694+0.5371078047327688j),0.9817477042468095
(-0.5020128414269419-0.7716491544014381j),-2.1475731030398975
(0.35100820136547606+0.5543025227254132j),1.006291396852981
0j,0.0
(-0.3428767968381391-0.5720553754577676j),-2.110757564130643
(0.4790056483979288+0.821879506151334j),1.0431069357622387
(-0.3344667979136171-0.5904164681674386j),-2.0862138715244725
0j,0.0
(0.3257529582946799+0.6094409197204618j),1.0799224746714906
(-0.45434934455005827-0.8757102717544812j),-2.049398332615217
(0.3167074128984344+0.6291895664349965j),1.1044661672776626
0j,0.0
(-0.3072993015323662-0.6497297836889637j),-2.012582793705961
(0.4277270729436473+0.9338332277137387j),1.1412817061869174
(-0.29749432763477013-0.6711364492980116j),-1.9880391010997909
0j,0.0
(0.2872542384729374+0.6934930783705182j),1.178097245096171
(-0.39874860245994204-0.9971003443817825j),-1.9512235621905345
(0.2765362098463886+0.7168931666515244j),1.202640937702344
0j,0.0
(-0.2652921140401643-0.7414417887604484j),-1.9144080232812815
(0.36692631967183376+1.0665762016024263j),1.239456476611599
(-0.2534676442009659-0.7672575098929693j),-1.88986433067511
0j,0.0
(0.24100126103661834+0.7944746854347495j),1.276272015520853
(-0.33164133235068416-1.1436119930784772j),-1.8530487917658538
(0.2278229181699849+0.8232462438268184j),1.3008157081270224
0j,0.0
(-0.21385250977736692-0.8537470757521243j),-1.8162332528566005
(0.29209455069809853+1.2299523280546354j),1.3376312470362783
(-0.19899796712632045-0.8861781898608757j),-1.791689560250429
0j,0.0
(0.1831529076072833+0.920771845511772j),1.3744467859455345
(-0.24723432782060062-1.3278932099290195j),-1.754874021341174
(0.16619370837612002+0.9577979417288887j),1.3989904785517058
0j,0.0
(-0.1479758331921157-0.9975720366162765j),-1.718058482431918
(0.1956463856526538+1.4405223549916948j),1.4358060174609615
(-0.12832918009010608-1.0404655045320625j),-1.6935147898257474
0j,0.0
(0.10705213106732314+1.0869185270831685j),1.4726215563702156
(-0.13538087819701805-1.5720967558351866j),-1.6566992509164908
(0.08390386054990673+1.137456885631537j),1.4971652489763851
0j,0.0
(-0.05859427756581104-1.192713920000367j),-1.6198837120072376
(0.06367026744612825+1.7286586274931255j),1.5339807878856413
(-0.030770706250520696-1.253459608200711j),-1.5953400194010667
0j,0.0
1.320639615627412j,1.5707963267948966
(0.023551911490872435-1.9190860613340872j),-1.5585244804918115
(-0.034255847987910926+1.395428543236011j),1.595340019401068
0j,0.0
(0.07267353491631767-1.4793037871824666j),-1.5217089415825555
(-0.13251723711693053+2.1569841233809246j),1.6321555583103222
(0.11611627695447124-1.574149960325143j),-1.4971652489763851
0j,0.0
(-0.1657028945925454+1.6824097225181025j),1.6689710972195777
(0.27328810787763347-2.4643215002410095j),-1.4603497100671312
(-0.2229100586051631+1.8073070086557292j),1.6935147898257479
0j,0.0
(0.28972788135876737-1.9531867227018496j),-1.423534171157875
(-0.4632405426810382+2.8790343078352905j),1.730330328735004
(0.3689044170421525-2.1260485417294834j),-1.3989904785517038
0j,0.0
(-0.4643445826750039+2.3344178584367348j),1.7671458676442593
(0.7351906708477096-3.4727682144017047j),-1.3621749396424494
(-0.5817906699638309+2.590831505626487j),1.7916895602504286
0j,0.0
(0.7300472661467041-2.9145120591872002j),-1.325359400733194
(-1.1594522949145798+4.399035516283805j),1.8285050991596838
(0.9233368704478-3.336510727229858j),-1.3008157081270237
0j,0.0
(-1.186225273300074+3.910460662347462j),1.8653206380689398
(1.9188325355082974-6.056949045711225j),-1.264000169217768
(-1.5651141071062034+4.737668021897709j),1.8898643306751104
0j,0.0
(2.1594349116362936-6.0352162724029625j),-1.2271846303085132
(-3.6836099482535314+9.909891475093747j),1.9266798695843663
(3.2277089550714813-8.367520821653034j),-1.2026409377023428
0j,0.0
(-5.717846337076413+13.804102174535176j),1.9634954084936214
(12.486249737405927-29.128215604388586j),-1.1658253987930867
(-18.16103432239082+40.970636944958464j),1.9880391010997909
(20.72823830548832-45.254833995939045j),-1.1412817061869165
(-19.16103432239082+40.51260326158772j),2.012582793705962
(13.90046329977902-28.480458157342113j),-1.1167380135807468
(-6.717846337076413+13.346068491164521j),2.0371264863121317
0j,0.0
(4.227708955071481-7.9094871382823735j),-1.0799224746714922
(-5.097823510626631+9.262134028047246j),2.073942025221388
(3.1594349116362936-5.577182589032287j),-1.0553787820653213
0j,0.0
(-2.565114107106198+4.279634338527028j),2.110757564130642
(3.333046097881393-5.4091915986647034j),-1.0185632431560647
(-2.186225273300073+3.45242697897678j),2.1353012567368133
0j,0.0
(1.9233368704477969-2.8784770438591822j),-0.9817477042468108
(-2.573665857287674+3.7512780692372885j),2.172116795646068
(1.7300472661467068-2.456478375816528j),-0.9572040116406393
0j,0.0
(-1.5817906699638287+2.132797822255814j),2.2089323345553225
(2.149404233220804-2.8250107673551916j),-0.9203884727313846
(-1.4643445826750026+1.8763841750660648j),2.2334760271614935
0j,0.0
(1.368904417042153-1.6680148583588177j),-0.8835729338221296
(-1.877454105054134+2.2312768607887774j),2.27029156607075
(1.2897278813587667-1.495153039331175j),-0.8590292412159589
0j,0.0
(-1.2229100586051622+1.3492733252850575j),2.307107104980004
(1.6875016702507306-1.8165640531945004j),-0.8222137023067038
(-1.1657028945925467+1.2243760391474308j),2.3316507975861755
0j,0.0
(1.1161162769544706-1.1161162769544708j),-0.7853981633974484
(-1.5467307994900266+1.5092266763344158j),2.3684663364954304
(1.0726735349163186-1.0212701038117928j),-0.7608544707912775
0j,0.0
(-1.0342558479879098+0.9373948598653392j),2.4052818754046856
(1.4377654738639694-1.2713286142875782j),-0.7240389318820221
(-1+0.8626059322567383j),2.4298255680108567
0j,0.0
(0.9692292937494809-0.7954259248300393j),-0.6872233929727666
(-1.3505432949269673+1.080901180446617j),2.4666411069201106
(0.9414057224341907-0.7346802366296963j),-0.6626797003665966
0j,0.0
(-0.9160961394500942+0.6794232022608645j),2.5034566458293668
(1.2788326841760753-0.9243393087886783j),-0.625864161457342
(-0.8929478689326771+0.6288848437124951j),2.5280003384355374
0j,0.0
(0.8716708199098933-0.582431821161391j),-0.5890486225480863
(-1.2185671767204411+0.7927649079451841j),2.564815877344792
(0.8520241668078852-0.5395383532456048j),-0.5645049299419155
0j,0.0
(-0.83380629162388+0.4997642583582165j),2.601631416254048
(1.1669792345524945-0.6801357628825122j),-0.5276893910326608
(-0.8168470923927176+0.46273816214110175j),2.626175108860217
0j,0.0
(0.8010020328736799-0.4281445064902045j),-0.49087385212340573
(-1.122119011674999+0.5821948810081263j),2.6629906477694734
(0.7861474902226351-0.39571339238145464j),-0.46633015951723583
0j,0.0
(-0.7721770818300169+0.36521256045614736j),2.6998061866787286
(1.0825722300224097-0.4958545460319689j),-0.4295146206079809
(-0.7589987389633823+0.33644100206407757j),2.724349879284899
0j,0.0
(0.7465323557990341-0.30922382652229796j),-0.39269908169872547
(-1.0472872427012607+0.41881875455592144j),2.7611654181941514
(0.7347078859598362-0.2834081053897789j),-0.3681553890925556
0j,0.0
(-0.7234637901536101+0.2588594832808525j),2.797980957103409
(1.0154649599131513-0.34934289733527013j),-0.33133985018329754
(-0.7127457615270628+0.23545939499984825j),2.822524649709579
0j,0.0
(0.7025056723652301-0.21310276592734j),-0.2945243112740447
(-0.9864864894294474+0.28607578066723005j),2.859340188618835
(0.6927006984676326-0.19169610031829176j),-0.269980618667874
0j,0.0
(-0.6832925871015659+0.17115588306432428j),2.8961557275280905
(0.9598642178230371-0.22795282470797262j),-0.23316507975861778
(-0.6742470417053211+0.15140723634979047j),2.9206994201342598
0j,0.0
(0.6655332020863826-0.13238278479676668j),-0.19634954084936204
(-0.9352079139751648+0.17412205910482426j),2.9575149590435164
(0.6571232031618622-0.114021692087096j),-0.17180584824319278
0j,0.0
(-0.6489917986345248+0.09626883935474173j),2.99433049795277
(0.9122007209461546-0.12389170735492772j),-0.13499030933393683
(-0.6411160386178332+0.0790741213620969j),3.018874190558942
0j,0.0
(0.6334749922883851-0.062391840982152114j),-0.09817477042468145
(-0.890581811795706+0.07669232020210115j),3.055689729468197
(0.6260495082815279-0.046180186083296104j),-0.07363107781851123
0j,0.0
(-0.6188220068518622+0.03040077576465139j),3.092505268377453
(0.8701336304731447-0.03204891936728882j),-0.03681553890925518
(-0.6117762988674968+0.015018265176094836j),3.1170489609836234
0j,0.0
(0.6048974275510532-3.3306690738754696e-16j),-5.506171661796928e-16
(-0.850672345522294-0.01043984435776013j),-3.1293208072867076
(0.5981715295640764+0.0146842868355882j),0.024543692606173208
0j,0.0
(-0.5915857125878723-0.0290627424280675j),-3.0925052683774528
(0.8320405911590221+0.05111753912064443j),0.061359231515426896
(-0.5851279470082924-0.04316163037896459j),-3.067961575771282
0j,0.0
(0.5787869696850709+0.05700554088912202j),0.09817477042467916
(-0.8141018591098736-0.09028219600163401j),-3.0311460368620287
(0.5725521980932524+0.07061757820903403j),0.12271846303085075
0j,0.0
(-0.566413653378029-0.08401952862903261j),-2.9943304979527725
(0.7967360949909352+0.12819592319991324j),0.1595340019401057
(-0.5603618910743577-0.09723201173537688j),-2.969786805346602
0j,0.0
(0.554387938417239+0.11027461727729981j),0.1963495408493599
(-0.77983618066174-0.16509258591875142j),-2.9329712664373453
(0.5484832373136295+0.12316602967334478j),0.22089323345553263
0j,0.0
(-0.5426395921677296-0.13592414192154478j),-2.89615572752809
(0.7633050708062699+0.201184057912292j),0.2577087723647885
(-0.5368491218519651-0.14856616045859183j),-2.87161203492192
0j,0.0
(0.5311042151994794+0.16110870233064234j),0.2945243112740431
(-0.7470534116681238-0.23666542037138005j),-2.8347964960126633
(0.5253974894631952+0.17356788588738048j),0.31906800388021495
0j,0.0
(-0.519721751243483-0.18595941608652333j),-2.7979809571034076
(0.7309975111094564+0.2717193937833611j),0.3558835427894705
(-0.5140699594329039-0.19829866539453878j),-2.7734372644972405
0j,0.0
(0.5084351897638226+0.21060075118791255j),0.3926990816987225
(-0.7150575575794424-0.3065202263612462j),-2.736621725587986
(0.5028106005738724+0.22288061049554864j),0.41724277430488554
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
(0.4970050883317492+0.2501713380512167j),0.4663301595172387
(-0.6986346157667785-0.362476254980613j),-2.6629906477694707
(0.4910116547749831+0.26245119735885536j),0.4908738521234071
0j,0.0
(-0.4850073731325745-0.2747532831522286j),-2.6261751088602177
(0.6816493659727556+0.39727708755850044j),0.5276893910326629
(-0.4789849530856302-0.2870925324602458j),-2.6016314162540466
0j,0.0
(0.4729370162929821+0.2994840626593879j),0.5645049299419156
(-0.6645405656777346-0.4323310609704797j),-2.5648158773447918
(0.4668560599116321+0.311943246216126j),0.5890486225480878
0j,0.0
(-0.4607344188195132-0.32448578808817585j),-2.5280003384355374
(0.6472231695191495+0.46781242342956775j),0.6258641614573425
(-0.4545642261302481-0.33712780662522324j),-2.5034566458293668
0j,0.0
(0.4483373715585687+0.349885918873423j),0.6626797003665968
(-0.6296079970696895-0.5039038954231071j),-2.466641106920111
(0.44204545715524135+0.362777331269467j),0.6872233929727688
0j,0.0
(-0.43567974988089175-0.3758199368113905j),-2.429825568010855
(0.6115998350108474+0.5408005581419444j),0.724038931882022
(-0.42923113042736966-0.3890324199177343j),-2.405281875404686
0j,0.0
(0.4226900376215771+0.40243437033773344j),0.7608544707912784
(-0.5930952740741513-0.5787142853402232j),-2.3684663364954295
(0.41604640765764545+0.4160464076576451j),0.785398163397448
0j,0.0
(-0.4092896072961918-0.42989031816780277j),-2.3316507975861755
(0.5739801716198626+0.6178789422212169j),0.8222137023067064
(-0.40240836004074204-0.4439892061187002j),-2.3071071049800036
0j,0.0
(0.39539066414671586+0.45836766171118126j),0.8590292412159586
(-0.5541266004431898-0.6585566369840996j),-2.2702915660707483
(0.3882237011325025+0.47305194854676824j),0.8835729338221305
0j,0.0
(-0.38089373323825937-0.48807021372286385j),-2.2334760271614926
(0.5333891004510845+0.7010454007091481j),0.9203884727313859
(-0.3733859880077084-0.5034527243114194j),-2.208932334555323
0j,0.0
(0.36568452784106653+0.5192321346300648j),0.9572040116406422
(-0.511599986264323-0.7456888015439606j),-2.172116795646067
(0.3577721019697816+0.5354437895289189j),0.9817477042468093
0j,0.0
(-0.34962997781935656-0.5521260699088647j),-2.1353012567368124
(0.48856337128905447+0.7928881886967857j),1.0185632431560663
(-0.34123774813378205-0.5693207879015089j),-2.110757564130641
0j,0.0
(0.3325731095065114+0.5870736406338639j),1.0553787820653224
(-0.46404743277510774-0.8431185404466839j),-2.0739420252213856
(0.32361160706351766+0.6054347333435345j),1.0799224746714908
0j,0.0
(-0.31432633892807393-0.6244591848965567j),-2.0371264863121326
(0.437774239502314+0.8969493060498309j),1.1167380135807472
(-0.3046876127053726-0.6442078316110912j),-2.012582793705961
0j,0.0
(0.2946625444803149+0.6647480488650592j),1.1535535524900027
(-0.409406155965075-0.9550722620090886j),-1.9757672547967058
(0.2842145886214127+0.6861547144741071j),1.1780972450961738
0j,0.0
(-0.2733029838918719-0.7085113435466148j),-1.9389517158874514
(0.37852736081127347+1.0183393786771318j),1.2149127840054295
(-0.2618820978034264-0.7319114318276213j),-1.9144080232812781
0j,0.0
(0.24990064656412314+0.7564600539365451j),1.2517283229146825
(-0.3446182643290143-1.0878152358977773j),-1.8775924843720242
(0.2373007620335641+0.7822757750690653j),1.2762720155208538
0j,0.0
(-0.22401686934995424-0.8094929506108461j),-1.8407769454627687
(0.3070193891189872+1.1648510273738264j),1.3130875544301108
(-0.20997432869639754-0.8382645090029149j),-1.8162332528565994
0j,0.0
(0.19508778113988845+0.8687653409282202j),1.3499030933393636
(-0.2648792433742706-1.2511913623499842j),-1.7794177139473428
(0.17925912034555913+0.9011964550369719j),1.374446785945535
0j,0.0
(-0.16237498743856993-0.9357901106878691j),-1.7426021750380871
(0.21707721622563403+1.349132244224371j),1.4112623248547904
(-0.14430365274455936-0.9728162069049847j),-1.7180584824319174
0j,0.0
(0.12489110175223805+1.0125903017923736j),1.4480778637640466
(-0.16210628532347315-1.4617613892870442j),-1.6812429435226626
(0.10395607769926496+1.05548376970816j),1.4726215563702172
0j,0.0
(-0.08128374105467473-1.101936792259264j),-1.6444274046134064
(0.09788873938332898+1.5933357901305363j),1.509437095279473
(-0.05661747359677194-1.1524751508076319j),-1.6198837120072382
0j,0.0
