frequency, magnitude
-1.114084601643267503e+00 8.588046154247470643e-01
-9.549296585513720181e-01 8.520779931142794528e-01
-7.957747154594767558e-01 8.464074494467407339e-01
-6.366197723675813824e-01 8.417821488501699978e-01
-4.774648292756860091e-01 8.381934340089143287e-01
-3.183098861837906912e-01 8.356347006700544089e-01
-1.591549430918953456e-01 8.341013006206081659e-01
0.000000000000000000e+00 8.335904725497338408e-01
1.591549430918953456e-01 8.341013006206086100e-01
3.183098861837906912e-01 8.356347006700544089e-01
4.774648292756860091e-01 8.381934340089145508e-01
6.366197723675813824e-01 8.417821488501704419e-01
7.957747154594767558e-01 8.464074494467392906e-01
9.549296585513720181e-01 8.520779931142783425e-01
1.114084601643267503e+00 8.588046154247594988e-01
1.273239544735162765e+00 8.666004840452899982e-01
1.432394487827058027e+00 8.754812819402648660e-01
1.591549430918953512e+00 8.854654209684181820e-01
1.750704374010848774e+00 8.965742873347262165e-01
1.909859317102744036e+00 9.088325208679183254e-01
2.069014260194639299e+00 9.222683307136755326e-01
2.228169203286535005e+00 9.369138508006211730e-01
2.387324146378430267e+00 9.528055393188326061e-01
2.546479089470325530e+00 9.699846275132368856e-01
2.705634032562220792e+00 9.884976243365131143e-01
2.864788975654116054e+00 1.008396884980913732e+00
3.023943918746011761e+00 1.029741253010700186e+00
3.183098861837907023e+00 1.052596787932516875e+00
3.342253804929802286e+00 1.077037592459902493e+00
3.501408748021697548e+00 1.103146756706412823e+00
3.660563691113592810e+00 1.131017440158740506e+00
3.819718634205488073e+00 1.160754116645684064e+00
3.978873577297383779e+00 1.192474012934157779e+00
4.138028520389278597e+00 1.226308778269865396e+00
4.297183463481174748e+00 1.262406430510500943e+00
4.456338406573070010e+00 1.300933634965442787e+00
4.615493349664965272e+00 1.342078385283733466e+00
4.774648292756860535e+00 1.386053172550322010e+00
4.933803235848755797e+00 1.433098750321949000e+00
5.092958178940651059e+00 1.483488631174865402e+00
5.252113122032546322e+00 1.537534486543608470e+00
5.411268065124441584e+00 1.595592669138248265e+00
5.570423008216336846e+00 1.658072140039588582e+00
5.729577951308232109e+00 1.725444166418950154e+00
5.888732894400127371e+00 1.798254268822642610e+00
6.047887837492023522e+00 1.877137050803510787e+00
6.207042780583918784e+00 1.962834755475217685e+00
6.366197723675814046e+00 2.056220688632321103e+00
6.525352666767709309e+00 2.158329064425710264e+00
6.684507609859604571e+00 2.270393425283402600e+00
6.843662552951499833e+00 2.393896652952494541e+00
7.002817496043395096e+00 2.530636864836722566e+00
7.161972439135290358e+00 2.682815409518594763e+00
7.321127382227185620e+00 2.853156117724495289e+00
7.480282325319080883e+00 3.045069573408920149e+00
7.639437268410976145e+00 3.262883562657217684e+00
7.798592211502872296e+00 3.512173039764354687e+00
7.957747154594767558e+00 3.800243633852907532e+00
8.116902097686661932e+00 4.136859053622055526e+00
8.276057040778557194e+00 4.535369097298286079e+00
8.435211983870452457e+00 5.014521674036906518e+00
8.594366926962349496e+00 5.601497140648933559e+00
8.753521870054244758e+00 6.337248738020648808e+00
8.912676813146140020e+00 7.286490430397861040e+00
9.071831756238035283e+00 8.557850927678519071e+00
9.230986699329930545e+00 1.034873259238314347e+01
9.390141642421825807e+00 1.305927712792417950e+01
