frequency, magnitude
-8.903764136332993573e+00 7.915106001557294935e-01
-8.744768348184191353e+00 7.648951277459922204e-01
-8.585772560035387357e+00 7.393270219939019894e-01
-8.426776771886583361e+00 7.147373707001308807e-01
-8.267780983737781142e+00 6.910629359035376229e-01
-8.108785195588977146e+00 6.682455742230887230e-01
-7.949789407440173150e+00 6.462317265349819539e-01
-7.790793619291370042e+00 6.249719675305478450e-01
-7.631797831142566935e+00 6.044206070314348533e-01
-7.472802042993762939e+00 5.845353363048725326e-01
-7.313806254844959831e+00 5.652769135118727029e-01
-7.154810466696155835e+00 5.466088833312170436e-01
-6.995814678547352727e+00 5.284973264804492254e-01
-6.836818890398548731e+00 5.109106354703640829e-01
-6.677823102249745624e+00 4.938193134311787413e-01
-6.518827314100942516e+00 4.771957932632990285e-01
-6.359831525952138520e+00 4.610142747492362858e-01
-6.200835737803335412e+00 4.452505775671101729e-01
-6.041839949654531416e+00 4.298820083906191858e-01
-5.882844161505728309e+00 4.148872405330523705e-01
-5.723848373356925201e+00 4.002462047391457389e-01
-5.564852585208121205e+00 3.859399899298626146e-01
-5.405856797059318097e+00 3.719507528415622044e-01
-5.246861008910514101e+00 3.582616356152278358e-01
-5.087865220761710994e+00 3.448566905344649380e-01
-4.928869432612907886e+00 3.317208111463392228e-01
-4.769873644464103890e+00 3.188396691601017574e-01
-4.610877856315300782e+00 3.061996565149876504e-01
-4.451882068166496786e+00 2.937878321283098892e-01
-4.292886280017693679e+00 2.815918728593911347e-01
-4.133890491868890571e+00 2.696000282798760583e-01
-3.974894703720086575e+00 2.578010788961038746e-01
-3.815898915571283467e+00 2.461842974863087119e-01
-3.656903127422479916e+00 2.347394132645175269e-01
-3.497907339273676364e+00 2.234565786231181850e-01
-3.338911551124872812e+00 2.123263381655766113e-01
-3.179915762976069260e+00 2.013395998963883327e-01
-3.020919974827265708e+00 1.904876082812214377e-01
-2.861924186678462600e+00 1.797619190915618059e-01
-2.702928398529659049e+00 1.691543757955658034e-01
-2.543932610380855497e+00 1.586570873989220642e-01
-2.384936822232051945e+00 1.482624075904445948e-01
-2.225941034083248393e+00 1.379629150607060983e-01
-2.066945245934445285e+00 1.277513948887159523e-01
-1.907949457785641734e+00 1.176208209058415416e-01
-1.748953669636838182e+00 1.075643389166831970e-01
-1.589957881488034630e+00 9.757525071475411926e-02
-1.430962093339231300e+00 8.764699879500201241e-02
-1.271966305190427748e+00 7.777315169358516023e-02
-1.112970517041624197e+00 6.794738988704178417e-02
-9.539747288928208668e-01 5.816349217472781968e-02
-7.949789407440173150e-01 4.841532249178677472e-02
-6.359831525952138742e-01 3.869681708356863259e-02
-4.769873644464104334e-01 2.900197199731406605e-02
-3.179915762976069371e-01 1.932483081730730981e-02
-1.589957881488034686e-01 9.659472606580834717e-03
0.000000000000000000e+00 1.436628593864952563e-13
1.589957881488034686e-01 9.659472606580468690e-03
3.179915762976069371e-01 1.932483081730735144e-02
4.769873644464104334e-01 2.900197199731481199e-02
6.359831525952138742e-01 3.869681708356193656e-02
7.949789407440173150e-01 4.841532249178776698e-02
9.539747288928208668e-01 5.816349217472861072e-02
1.112970517041624197e+00 6.794738988704250582e-02
1.271966305190427748e+00 7.777315169358524349e-02
1.430962093339231300e+00 8.764699879500237323e-02
1.589957881488034630e+00 9.757525071475424416e-02
1.748953669636838182e+00 1.075643389166826558e-01
1.907949457785641734e+00 1.176208209058385995e-01
2.066945245934445285e+00 1.277513948887156192e-01
2.225941034083248393e+00 1.379629150607058485e-01
2.384936822232051945e+00 1.482624075904454275e-01
